bin,doitt_id,created_date,last_edited_date,planimetrics_height
1795020,1273171,,2018-12-07,18.97079363
1089854,1273014,,2018-05-14,47.47208428
1089362,1285262,2018-06-26,2022-04-07,84.56561596
1090426,1283180,2017-12-05,2017-12-05,43.34303350
1089766,1282737,2017-11-01,2017-11-01,55.18150883
1090432,1283174,2017-12-05,2017-12-05,67.51752348
1046293,1285260,2018-06-26,2018-06-26,209.48754053
1090510,1283781,2018-02-12,2018-02-12,15.27113817
1090330,1281531,2017-07-13,2018-12-07,75.57719667
1090488,850811,,2018-12-07,98.50233350
1090852,1288661,2019-03-13,2019-08-16,29.94287799
1090248,1281380,2017-06-27,2017-08-10,21.55755540
1090233,1281544,2017-07-14,2019-01-22,690.37304651
1089880,1283960,2018-02-22,2019-01-22,190.73830836
1090778,1284030,2018-02-27,2019-01-22,21.13938137
1088961,1284821,2018-05-21,2019-01-22,1253.07568458
1090144,1282495,2017-10-02,2019-01-22,76.19156867
1090398,1282547,2017-10-03,2019-01-22,99.71171236
1089737,1290725,2019-09-25,2023-02-09,72.82341863
1090640,1285174,2018-06-19,2019-12-04,62.99431652
1090158,1276887,,2019-03-15,381.63836960
1089870,1272959,,2017-08-22,60.46378634
1089837,1273011,,2018-08-22,121.66836842
1089856,1286989,2018-10-03,2018-10-03,56.45325074
1090822,1289927,2019-06-26,2019-12-04,98.28001792
1090711,1287603,2018-11-08,2018-11-08,388.87040001
1089382,1280934,2017-05-18,2017-08-22,206.83744336
1090190,1278871,2017-03-08,2018-12-19,442.18762309
1006763,1273272,,2017-08-22,16.40013524
1089848,1273015,,2017-08-10,44.63187035
1090433,1283175,2017-12-05,2017-12-08,28.56009015
1089764,1282739,2017-11-01,2018-12-07,56.79498368
1090431,1283171,2017-12-05,2017-12-05,28.37026119
1090429,1283173,2017-12-05,2017-12-05,30.01637052
1090715,1284010,2018-02-26,2018-10-03,66.55279532
1090338,1281783,2017-07-27,2017-08-22,80.22676359
1090507,1283771,2018-02-12,2023-12-12,12.98585073
1089911,1273203,,2019-01-22,75.05986714
1089989,1286082,2018-08-10,2019-03-05,76.59605457
1089474,1294638,2021-06-07,2021-06-07,165.90890542
1089803,1272481,,2017-08-22,528.43859249
1001991,1282445,2017-09-28,2017-09-28,12.01198644
1090420,1282896,2017-11-17,2017-11-17,80.44350401
1089861,1272866,,2018-07-25,12.19732228
1795001,1273167,,2017-08-10,35.85967745
1090425,1283178,2017-12-05,2017-12-05,24.47946438
1007348,1282740,2017-11-01,2017-11-01,92.07611148
1090517,1283804,2018-02-12,2023-12-12,9.66280299
1003693,1285259,2018-06-26,2018-06-26,28.40250411
1043908,1284966,2018-05-29,2018-05-29,81.33848738
1090246,1256145,,2017-08-22,28.83174980
1086433,1290490,2019-08-29,2019-12-05,7.34415238
1089972,1293489,2020-11-18,2023-11-02,996.96623007
1002429,1292812,2020-08-10,2020-08-10,60.12432673
1052432,1283737,2018-02-09,2020-11-16,16.24666337
1089411,1272515,,2021-03-03,882.20629973
1090789,1291533,2019-12-18,2024-04-30,75.62468965
1090855,1289107,2019-04-12,2021-06-07,1.68138990
1090696,1286113,2018-08-13,2018-08-13,73.08549671
1090971,1294113,2021-03-09,2021-04-05,8.37325919
1090215,1279527,2017-03-31,2018-12-07,-3.37292444
1084590,1273247,,2017-08-10,9.64407001
1795007,1273169,,2017-08-10,294.23370451
1089832,1273009,,2018-06-11,111.63497925
1089763,1282738,2017-11-01,2017-11-01,56.79498368
1090428,1283168,2017-12-05,2017-12-05,30.85709021
1090394,1283172,2017-12-05,2017-12-05,25.29190419
1089961,1282980,2017-11-22,2017-11-22,125.53911200
1090588,1284002,2018-02-23,2018-09-28,79.66276658
1089740,1283795,2018-02-12,2023-12-12,14.50998330
1048704,1285261,2018-06-26,2018-06-26,46.85529434
1090118,1283466,2018-01-03,2018-01-03,104.20783679
1089703,1264337,,2018-07-25,162.03256508
1090444,1290370,2019-08-15,2024-07-05,94.02834250
1090839,1288660,2019-03-13,2019-08-16,30.92770895
1089884,1292135,2020-02-24,2020-02-24,13.20418224
1089733,1287486,2018-10-29,2023-10-24,364.54449848
1089378,1281171,2017-06-07,2019-01-22,82.23001774
1083034,1285088,2018-06-08,2019-01-22,144.91253554
1090182,1282550,2017-10-03,2019-01-22,88.64551937
1089858,1282932,2017-11-21,2023-12-12,17.12199995
1051260,1294165,2021-03-22,2021-03-22,230.71456423
5170044,1283759,2018-02-12,2019-10-23,36.42998436
5169016,1283761,2018-02-12,2019-10-23,36.70559509
5157666,1288188,2019-01-03,2019-01-03,33.81355041
5170558,1288189,2019-01-03,2019-01-03,36.41842138
5140368,1283313,2017-12-15,2017-12-15,11.57622764
5158984,1262770,,2018-08-06,33.79362206
5157828,1257787,,2017-08-17,37.20256229
5068198,1285583,2018-07-09,2018-07-09,38.96825620
5164084,1285589,2018-07-09,2018-07-09,32.60559226
5142411,1285601,2018-07-09,2018-07-09,30.51496078
5164833,1285617,2018-07-09,2018-07-09,37.21327114
5148866,1282267,2017-09-15,2017-09-15,35.30970130
5148862,1282273,2017-09-15,2017-09-15,37.56229509
5148861,1282274,2017-09-15,2017-09-15,37.56229509
5158988,1282564,2017-10-04,2017-10-04,38.03429256
5159099,1282567,2017-10-04,2017-10-04,35.67072245
5168558,1281990,2017-08-21,2017-08-21,34.46707556
5166736,1281900,2017-08-11,2017-08-22,33.85352271
5163147,1285552,2018-07-06,2018-07-06,28.95672154
5090769,1285553,2018-07-06,2018-07-06,33.57452623
5148718,1281622,2017-07-19,2018-12-07,33.12415260
5148706,1281636,2017-07-19,2017-08-22,32.47209449
5171941,1291173,2019-11-08,2020-05-13,30.20496696
5031632,1291205,2019-11-13,2019-12-05,31.11916370
5165321,1288296,2019-01-28,2019-08-16,31.17684362
5171982,1285116,2018-06-14,2021-06-25,26.83395899
5122240,1285125,2018-06-14,2019-01-22,36.46177881
5122242,1285126,2018-06-14,2019-01-22,36.34672515
5174839,1292892,2020-08-14,2020-09-16,35.60873979
5081528,1293109,2020-09-18,2020-09-18,34.90323001
5169336,1279510,2017-03-29,2019-10-29,34.30798227
5053472,1290982,2019-10-24,2019-12-05,23.92853991
5156988,1291319,2019-11-21,2020-07-15,11.49280037
5142134,1286794,2018-09-19,2021-06-07,33.84390891
5142117,1288246,2019-01-17,2021-06-07,33.00196695
5171485,1283950,2018-02-22,2018-12-24,11.71754203
5165014,1283967,2018-02-22,2018-02-22,29.75774909
5162225,1281814,2017-08-01,2017-08-22,29.72372183
5162228,1281816,2017-08-01,2017-08-22,29.18625568
5067470,1285128,2018-06-14,2018-06-14,31.20498887
5164134,1285078,2018-06-08,2018-06-08,57.24000785
5166447,1272690,,2018-07-25,29.01282826
5171482,1287974,2018-12-11,2018-12-11,-4.46134681
5164150,1286079,2018-08-10,2018-08-10,30.76973844
5171165,1287046,2018-10-04,2018-10-04,11.27133777
5089052,1286606,2018-09-10,2018-09-10,38.50117316
5170704,1284639,2018-05-11,2018-05-11,31.43943064
5164744,1286766,2018-09-19,2018-09-19,31.52255173
5164978,1286457,2018-08-28,2018-08-28,33.93814992
5799501,1286520,2018-09-04,2018-12-07,17.89430571
5087744,1285947,2018-08-02,2018-08-02,39.49963295
5127311,1286801,2018-09-19,2018-09-19,19.69508911
5127315,1286806,2018-09-19,2018-09-19,19.69508911
5109485,1286554,2018-09-05,2018-09-05,39.69170001
5166310,1286447,2018-08-28,2018-08-28,12.90691022
5164986,1286455,2018-08-28,2018-08-28,10.58780170
5164979,1286456,2018-08-28,2018-08-28,33.93814992
5046276,1285680,2018-07-12,2018-07-12,33.36193040
5166376,1285681,2018-07-12,2018-12-07,29.30866663
5154837,1288240,2019-01-16,2023-03-13,20.39737470
5157665,1288187,2019-01-03,2019-01-03,34.25672420
5171480,1286031,2018-08-08,2018-12-24,11.64346447
5170352,1283358,2017-12-18,2017-12-18,7.22552539
5163219,1281091,2017-05-31,2017-08-22,35.22763021
5169683,1281092,2017-05-31,2017-08-22,35.02460910
5160436,1281093,2017-05-31,2017-08-22,31.22318657
5159212,1276811,,2017-08-10,36.71106346
5169217,1276815,,2017-08-10,8.10496943
5166478,1272634,,2017-08-10,36.60950981
5164627,1262771,,2018-08-06,37.04456400
5164555,1272443,,2018-08-03,33.24916985
5166308,1272450,,2018-07-25,38.21331565
5164389,1260789,,2018-07-26,34.63253792
5170605,1285581,2018-07-09,2018-07-09,27.39659805
5164235,1285584,2018-07-09,2018-07-09,34.38539506
5164398,1285597,2018-07-09,2018-07-09,36.16004844
5165007,1285653,2018-07-11,2018-07-11,31.27145921
5169517,1281989,2017-08-21,2017-08-21,34.46707556
5073665,1285554,2018-07-06,2018-07-06,34.00399392
5164962,1285555,2018-07-06,2018-07-06,31.27178071
5025360,1285556,2018-07-06,2018-07-06,35.54959138
5155715,1288096,2018-12-17,2019-08-22,14.08064399
5148780,1281645,2017-07-20,2021-02-23,30.76685939
5000817,1284482,2018-04-25,2021-02-23,30.37587675
5164798,1281510,2017-07-11,2018-10-03,22.95509066
5148711,1281631,2017-07-19,2017-08-22,32.67321055
5148710,1281632,2017-07-19,2017-08-22,34.58015986
5148709,1281633,2017-07-19,2017-08-22,34.58015986
5159135,1262345,,2018-12-07,32.67313296
5171660,1285591,2018-07-09,2019-03-18,33.29997024
5169847,1288298,2019-01-28,2023-07-06,31.06622623
5050220,1288952,2019-04-01,2019-08-16,27.82024044
5164530,1273195,,2019-10-30,49.02924006
5126607,1285695,2018-07-13,2019-01-24,34.20092391
5171096,1293130,2020-09-22,2020-09-22,36.18992029
5164885,1285850,2018-07-26,2019-10-28,33.98696307
5171652,1292922,2020-08-20,2022-08-29,61.27484562
5174603,1291863,2020-01-17,2021-05-18,37.94191709
5164533,1283973,2018-02-22,2018-02-22,35.74399115
5167658,1284358,2018-04-17,2018-04-17,34.90076191
5164867,1284426,2018-04-23,2018-07-03,20.72625512
5148779,1281646,2017-07-20,2017-08-22,30.76685939
5164133,1285077,2018-06-08,2018-12-07,58.92274984
5164135,1285079,2018-06-08,2018-06-08,56.93844069
5159206,1272691,,2018-07-17,37.60213904
5159207,1272692,,2018-07-17,37.81662898
5169550,1287394,2018-10-11,2018-10-11,13.80377647
5169346,1284543,2018-05-02,2018-05-02,36.88177054
5109098,1286563,2018-09-06,2018-09-06,27.88228620
5151970,1286585,2018-09-07,2018-09-07,43.75962239
5170565,1286604,2018-09-10,2018-09-10,32.54190167
5164613,1286618,2018-09-10,2018-09-10,28.00975764
5165076,1286892,2018-09-26,2018-09-26,30.90119283
5164746,1286768,2018-09-19,2018-09-19,30.65195305
5165126,1285946,2018-08-02,2018-08-02,38.28179482
5164981,1286452,2018-08-28,2018-08-28,36.15725282
5164985,1286453,2018-08-28,2018-08-28,17.18416808
5166375,1285682,2018-07-12,2018-07-12,29.30866663
5164384,1287487,2018-10-29,2018-10-29,19.61063577
5164386,1287489,2018-10-29,2018-10-29,20.64578195
5159211,1276812,,2017-08-10,38.24916423
